dataset_path,sample_id,label,collector,verification_source,verification_detail,contact_time,timing_was_corrected,original_event_start,original_event_end,final_event_start,final_event_end
dataset/ground_ball/Codex_Workstation/G_0934,G_0934,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0966,G_0966,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Codex_Workstation/G_0969,G_0969,ground_ball,Codex_Workstation,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.950,2.050,1.950,2.050
dataset/ground_ball/Diqing_Tang/G_002,G_002,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.1510,N,2.148,2.154,2.148,2.154
dataset/ground_ball/Diqing_Tang/G_003,G_003,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.3355,N,1.333,1.338,1.333,1.338
dataset/ground_ball/Diqing_Tang/G_004,G_004,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.6625,N,1.659,1.666,1.659,1.666
dataset/ground_ball/Diqing_Tang/G_005,G_005,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.2590,N,1.256,1.262,1.256,1.262
dataset/ground_ball/Diqing_Tang/G_006,G_006,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.0800,N,1.077,1.083,1.077,1.083
dataset/ground_ball/Diqing_Tang/G_007,G_007,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.2755,N,2.256,2.295,2.256,2.295
dataset/ground_ball/Diqing_Tang/G_008,G_008,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.3180,N,1.248,1.388,1.248,1.388
dataset/ground_ball/Diqing_Tang/G_009,G_009,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.2510,N,1.246,1.256,1.246,1.256
dataset/ground_ball/Diqing_Tang/G_010,G_010,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.1655,N,2.159,2.172,2.159,2.172
dataset/ground_ball/Diqing_Tang/G_011,G_011,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.997,2.003,1.997,2.003
dataset/ground_ball/Diqing_Tang/G_012,G_012,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.2030,N,2.198,2.208,2.198,2.208
dataset/ground_ball/Diqing_Tang/G_013,G_013,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.997,2.003,1.997,2.003
dataset/ground_ball/Diqing_Tang/G_014,G_014,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,3.4092,N,3.4058,3.4126,3.4058,3.4126
dataset/ground_ball/Diqing_Tang/G_015,G_015,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.997,2.003,1.997,2.003
dataset/ground_ball/Diqing_Tang/G_016,G_016,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.3421,N,1.3392,1.3451,1.3392,1.3451
dataset/ground_ball/Diqing_Tang/G_017,G_017,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.997,2.003,1.997,2.003
dataset/ground_ball/Diqing_Tang/G_018,G_018,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.997,2.003,1.997,2.003
dataset/ground_ball/Diqing_Tang/G_019,G_019,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.997,2.003,1.997,2.003
dataset/ground_ball/Diqing_Tang/G_020,G_020,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.997,2.003,1.997,2.003
dataset/ground_ball/Diqing_Tang/G_021,G_021,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.997,2.003,1.997,2.003
dataset/ground_ball/Diqing_Tang/G_022,G_022,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.997,2.003,1.997,2.003
dataset/ground_ball/Diqing_Tang/G_024,G_024,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.997,2.003,1.997,2.003
dataset/ground_ball/Diqing_Tang/G_025,G_025,ground_ball,Diqing_Tang,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0000,N,1.997,2.003,1.997,2.003
dataset/ground_ball/Haoran_Yan/G_001,G_001,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.0464,N,2.044473,2.048300,2.044473,2.048300
dataset/ground_ball/Haoran_Yan/G_002,G_002,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.4773,N,1.476800,1.477800,1.476800,1.477800
dataset/ground_ball/Haoran_Yan/G_003,G_003,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.7775,N,1.777000,1.778100,1.777000,1.778100
dataset/ground_ball/Haoran_Yan/G_004,G_004,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.2222,N,2.221700,2.222700,2.221700,2.222700
dataset/ground_ball/Haoran_Yan/G_005,G_005,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.5298,N,1.529300,1.530300,1.529300,1.530300
dataset/ground_ball/Haoran_Yan/G_006,G_006,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.5077,N,1.507200,1.508200,1.507200,1.508200
dataset/ground_ball/Haoran_Yan/G_007,G_007,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,0.7280,N,0.727500,0.728500,0.727500,0.728500
dataset/ground_ball/Haoran_Yan/G_008,G_008,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.5335,N,2.532900,2.534100,2.532900,2.534100
dataset/ground_ball/Haoran_Yan/G_009,G_009,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.5924,N,2.591900,2.592900,2.591900,2.592900
dataset/ground_ball/Haoran_Yan/G_010,G_010,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.4546,N,2.454000,2.455200,2.454000,2.455200
dataset/ground_ball/Haoran_Yan/G_011,G_011,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.5239,N,2.523400,2.524400,2.523400,2.524400
dataset/ground_ball/Haoran_Yan/G_012,G_012,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.3839,N,2.383400,2.384400,2.383400,2.384400
dataset/ground_ball/Haoran_Yan/G_013,G_013,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.3001,N,1.299600,1.300600,1.299600,1.300600
dataset/ground_ball/Haoran_Yan/G_014,G_014,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.4895,N,1.488600,1.490400,1.488600,1.490400
dataset/ground_ball/Haoran_Yan/G_015,G_015,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.5197,N,2.519309,2.520092,2.519309,2.520092
dataset/ground_ball/Haoran_Yan/G_016,G_016,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.9970,N,1.996500,1.997500,1.996500,1.997500
dataset/ground_ball/Haoran_Yan/G_017,G_017,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.7312,N,1.730700,1.731700,1.730700,1.731700
dataset/ground_ball/Haoran_Yan/G_018,G_018,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.7586,N,1.758100,1.759100,1.758100,1.759100
dataset/ground_ball/Haoran_Yan/G_019,G_019,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.9846,N,1.984100,1.985100,1.984100,1.985100
dataset/ground_ball/Haoran_Yan/G_020,G_020,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.4834,N,2.482900,2.483900,2.482900,2.483900
dataset/ground_ball/Haoran_Yan/G_021,G_021,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,2.3532,N,2.352700,2.353700,2.352700,2.353700
dataset/ground_ball/Haoran_Yan/G_022,G_022,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.0755,N,1.074800,1.076200,1.074800,1.076200
dataset/ground_ball/Haoran_Yan/G_023,G_023,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.1728,N,1.171500,1.174100,1.171500,1.174100
dataset/ground_ball/Haoran_Yan/G_024,G_024,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.9314,N,1.930900,1.931900,1.930900,1.931900
dataset/ground_ball/Haoran_Yan/G_025,G_025,ground_ball,Haoran_Yan,local_first_pass_direct,batch_003; local_video_first_plus_audio_20260804,1.8560,N,1.855100,1.856900,1.855100,1.856900
dataset/ground_ball/Haoran_Yan/G_026,G_026,ground_ball,Haoran_Yan,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,2.6687,N,2.668200,2.669200,2.668200,2.669200
dataset/ground_ball/Haoran_Yan/G_027,G_027,ground_ball,Haoran_Yan,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,2.4879,N,2.487400,2.488400,2.487400,2.488400
dataset/ground_ball/Haoran_Yan/G_028,G_028,ground_ball,Haoran_Yan,local_first_pass_direct,batch_002; local_video_first_plus_audio_20260804,1.5259,N,1.525200,1.526600,1.525200,1.526600
